user	topic	link	utterance	category
dr.olé	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Andererseits war er überzeugt, Hitler habe dieselbe Machtrationalität wie er.	concession
dr.olé	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Inwieweit der Bericht nur Tatsachen widerspiegelt oder inwieweit er für Stalin schöngeschrieben wurde, lässt sich allerdings wohl nicht mehr ermitteln.	lecture
de k 80	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Die Geschichte wird für ewige Zeiten festhalten, dass das deutsche Volk nicht in der Lage war, aus eigener Initiative das nationalsozialistische Joch abzuschütteln.	lecture
der k 80	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Wehret den Anfängen... überall auf der Welt. Aus dem grössten Unglück ist mit der EU etwas sehr gutes entstanden.	praise
fussballgott	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Macron hat gerade an den historischen Fehler der Siegermächte des 1. Weltkriegs aufmerksam gemacht.	lecture
fussballgott	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Deutschland sollte für seine Schulden bezahlen.	lecture
fussballgott	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Das war die Stunde der Populisten um Hitler, der nach deutscher Inflation und Weltwirtschaftskrise zur Macht kam.	lecture
fussballgott	culture	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Wenn wir daraus lernen, müssen wir jetzt die Eurobonds unterstützen - und nicht wieder engstirnig, dumm und nationalistisch ins Verderben rennen, egal ob dieses Salvini, Höcke, Orban oder sonst wie heißt.	praise
frank	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Der Fall des Boris Johnson zeigt, dass Covid 19 eine ernsthafte, wenn nicht lebensgefährliche Erkrankung nicht nur für alte Menschen ist.	lecture
simpel	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Eine Initiative für eine Verbesserung der Beziehungen täte Deutschland, Russland, Europa und der Welt gut.	praise
simpel	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Dabei darf nicht vergessen werden, dass Putin aufgrund seiner Herkunft und der Verpflechtung mit der Oligarchie, die ihn trägt, aus seiner Haut nicht mehr raus kann und vermutlich auch nicht will.	concession
simpel	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Herr Schröder hat Recht, die Krimm gehört historisch und emotional zu Russland.	concession
horst	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Das Völkerrecht greift nicht, weil durch die Einkreisung Russlands durch die USA nationale Interessen Russlands verletzt wurden.	dissence
horst	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Die Geschichte der USA zeigt allein schon, wie oft Völkerrecht verletzt wurde, um US-Interessen zu wahren.	dissence
horst	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Auch heute wieder wird von den USA das nationale Interesse bemüht, um Strafzölle zu verhängen.	dissence
horst	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Solange die Ukraine Gefechtsvorfeld für die USA ist, solange wird Putin den Donbas als Faustpfand nutzen.	concession
horst	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Russland gehört in die EU und nicht ins Abseits.	praise
skeptiker	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Und Sie meinen, Russland würde den gesamten Rahmen der EU-Verträge anerkennen?	lecture
skeptiker	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Träumer!	praise
helmut	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Greta wird in Brasilien nichts tun können-	concession
helmut	wissensch	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Der Bolsonaro ist völlig resistent- und Regenwald zählt nur als Überwucherung von Bodenschätzen- von den Bewohnern ganz abgesehen.	dissence
frank	politics	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	wenn Olaf Scholz Kanzler werden sollte, regiert in Wahrheit Gerhard Schröder. Die Frage ist: Will man das???	insinuation
untterlin	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Würden die Teilnehmer dieser Demo auch unterschreiben, dass sie im Falle einer erneuten Welle und der damit vielleicht einhergehenden Triage, freiwillig auf ein Intensivbett verzichten.	concession
untterlin	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Dies wäre konsequent, wenn ihnen ihre Freiheit soooo viel Wert ist.	lecture
heinrich	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Hat schon einen sehr zynischen Beigeschmack wenn jetzt wieder Impfgegner auftauchen,	insinuation
heinrich	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	"Ludwig forderte die Teilnehmenden auf, sich gegen Impfungen zu wehren, und rief zum Widerstand gegen die aktuelle Regierungspolitik auf. """	dissence
wombad	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Dank der asozialen Netzwerke können sich diese ganzen Spinner gut vernetzen.	concession
violettag	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Dummheit ist nicht nachvollziehbar.	dissence
nerd	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Es gibt kein Virus das Dummheit ausrotte	dissence
flo	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Hm, das sagt doch einiges darüber, wo wir heute in Bezug auf die Vergangenheit stehen.	insinuation
flo	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Übrigens könnte man hier auch eine Sachbeschädigung sehen, wenn man als Gericht einmal die Instrumente zeigen will.	dissence
fflo	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Mehr ginge wohl auch noch, würde aber vielleicht die Verhältnismäßigkeit sprengen.	concession
flo	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	trotzdem ist das gefühlt doch etwas anderes, als über eine rote Ampel zu hatschen.	concession
flo	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Zwar sollen Richter Recht nicht nach Gefühl sprechen, aber ganz verlieren müssen sie es auch nicht.	concession
mir-san-mir	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Diesen Schwachköpfen muss klar werden, wir sind mehr und sie sind der Pickel am Arsch (sorry for my French) der Gesellschaft.	lecture
eure dude	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Wenn man die Täter geschnappt hat, wäre ich dafür, dass man sie in den Knast bringt. Das ist in meinen Augen keine reine Sachbeschädigung sondern auch eine antisemitische Straftat.	lecture
schewiedz	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Wenn er einen Hang zu Straftaten hat, wird er wohl in Sicherungsverwahrung müssen.	dissence
schewiedz	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Der Öffentlichkeit ist er jedenfalls nicht zuzumuten.	dissence
bromfietz	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Na, dann hoffen wir mal, dass alle Beteiligten zu vollständigem Schadensersatz verurteilt werden bei mindestens 121 unrechtmäßigen Asylbescheiden kommt einiges an Geld zusammen.	insinuation
bromfietz	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Das Vermögen der Beteiligten ist sicherlich schon eingefroren worden, oder?	insinuation
eldorado	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	"Was haben Sie denn für eine Rechtsverständnis? ""Vermögen der Beteiligten [...] eingefroren"". Ihr Ernst?"	dissence
diametral	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Gut, dass wir in einem Rechtsstaat leben und Ihre kruden Vorstellungen von Rechtsstaatlichkeit und Rechtssprechung eher in Diktaturen zu finden sind.	insinuation
dasimp	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Ganz schlecht, wenn man keine Ahnung hat, aber meint, erstmal eine krude Unterstellung raushaut.	concession
dasimp	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	Ganz schlecht, wenn man keine Ahnung hat, aber meint, erstmal eine krude Unterstellung raushaut.	concession
dasimp	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	"Bei Vorsatz oder grober Fahrlässigkeit aber muss der Beschäftigte den Schaden bezahlen. Und das mit seinem Privatvermögen. """	insinuation
lurkling	gesellschaft	https://www.spiegel.de/politik/deutschland/gerhard-schroeder-fuer-schnelle-klaerung-der-spd-kanzlerkandidatur-a-a2581d70-8a3b-41d1-9455-af76c7d6a2f5#	"Der eigentliche ""Skandal"" darin lag das ein Mitarbeiter den Vorgesetzten misstraute, den Dienstweg ignorierte und ein Innenminister der eine vermeintlich erfolgsversprechende rechte Welle reiten wollte normale Vorgänge zu einem Skandal aufbauschten."	lecture
igor	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Corona wirkt als Brandbeschleuniger? Gott, was ist den das für ein Unsinn.	dissence
valerys	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0	Weltverbesserung oder Brandbeschleuniger?	insinuation
Werner Jost	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	Luisa Neubauer kommt aus einer reichen Familie	insinuation
Werner Jost	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	 und wird von den wirtschaftlichen Folgen der Corona Krise genau so wenig betroffen sein,	insinuation
Werner Jost	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	"Sie gehört einer kleinen Gesellschaftsschicht an, die immer wie das Fett
in der Suppe oben schwimmt."	insinuation
Ratio1	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	Ja typisch Luisa	insinuation
Ratio1	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	Was für geistig arme junge FfF-Frauen, schade um Deutschland Zukunft	dissence
Münchner	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	Das dumme, verwöhnte Mädel soll in die Schule gehen und endlich mal was lernen	dissence
Münchner	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	Es gibt in der Politik schon genügend Dammschwätzer, da braucht man sie nicht auch noch.	dissence
Münchner	society	https://jungefreiheit.de/kultur/gesellschaft/2020/neubauer-aus-coronakrise-fuer-klimakrise-lernen/	Links-Rot-Grün und „Gegen-Rechts“ ist so dämlich, daß sie nicht mal den jetzigen Warnschuss Corona verstehen und daraus lernen was wirklich wichtig is	insinuation
Münchner	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Liebe Italiener, jetzt mal die große Klappe halten	dissence
Münchner	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Euer Sparvermögen ist deutlich höher als das der Deutschen	insinuation
Münchner	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Die meisten von euch Wohnen im Eigentum und euer Renteneintrittsalter ist geringer als wie in Deutschland	insinuation
Münchner	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Also hier nicht auf hohen Niveau jammern, sondern mal anpacken und länger arbeiten	lecture
Wertkonservativer Akademiker	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Die EU ist in meinen Augen als Wirtschaftsgemeinschaft ein sehr sinnvolles Konstrukt – als EWG ist sie ja auch gestartet	concession
Wertkonservativer Akademiker	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Wirklich kritisch war aber erst die Einführung des Euro.	dissence
Wertkonservativer Akademiker	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Hinter den Bonds steht nichts anderes als die Erwartung von Ländern wie Italien, dass die leistungsfähigeren Staaten sie durchfüttern sollen	insinuation
Wertkonservativer Akademiker	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	In Deutschland sind es Bundesländer wie Berlin oder Bremen, in der EU Länder wie Italien oder Griechenland, die für sich das Recht in Anspruch nehmen, über ihre Verhältnisse zu leben	insinuation
Werner Jost	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Und an uns hat auch keiner Forderungen zu richten !	lecture
Werner Jost	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Ich kann da nur sagen : „Selbst schuld“ !!!!!	lecture
Werner Jost	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Und vor allem die Deutschen mit ihrem Schuldkult und ihrer daraus resultierenden Hypermoral	lecture
Werner Jost	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Wenn Politiker und Journalisten überall mit ihrer „unseligen Vergangenheit“ hausieren gehen	lecture
Werner Jost	politics	https://jungefreiheit.de/politik/ausland/2020/italien-geeint-in-der-wut-auf-deutschland/	Und wer hat heute das Sagen ? Gefallsüchtige Narren !	dissence
Karla Kuhn	politics	https://www.achgut.com/artikel/mein_abstand_zu_trump_und_bolsonaro	Ich finde Ihren Kommentar hervorragend.	praise
Bruno Didrichsons	politics	https://www.achgut.com/artikel/mein_abstand_zu_trump_und_bolsonaro	Da mag einiges richtig sein an der Analyse	concession
Karla Neumann	politics	https://www.achgut.com/artikel/mein_abstand_zu_trump_und_bolsonaro	Gut gebrüllt, Löwe Zeyer !	praise
Eugen Richter	politics	https://www.achgut.com/artikel/mein_abstand_zu_trump_und_bolsonaro	Das hat Vorbildcharakter, der Artikel auch.	praise
xl	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Ich muss zugeben, daß mir die Arbeit von Lav Diaz bisher noch unbekannt war.	concession
xl	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Vielen Dank für den Tipp	praise
shantivanille	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Sorry, ich habe mich verrechnet.	concession
shantivanille	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Bei denen gehe ich allerdings tatsächlich davon aus, dass ihnen die Problematik klar ist	concession
RFC2460	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Aber bitte die Rechnung fair machen und nicht nur zu Lasten der neuen Technik	lecture
RFC2460	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Natürlich kostet Streaming CO2	concession
Thrym	art	https://www.zeit.de/2020/15/norte-the-end-of-history-lav-diaz-stream	Kommt halt immer darauf an, was man persönlich gerne macht.	concession
Daniel Petters	art	https://www.zeit.de/2020/15/uwe-tellkamp-das-atelier-kritik-rechtspopulismus/seite-2	Sie haben mich bei meinen Vorurteilen gegenüber Tellkamp ertappt	concession
Daniel Petters	art	https://www.zeit.de/2020/15/uwe-tellkamp-das-atelier-kritik-rechtspopulismus/seite-2	Sie differenzieren auf entwaffnende Weise	praise
Vogell	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Die FDP ist doch eine Spaßpartei, was soll diesr humorlose Junggreis sonst machen?	insinuation
StringerBell	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Ein weeeenig hat C. L. ja recht, das wird er wohl auch sagen dürfen?!	concession
StringerBell	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Die Medien verunglimpfen Wodarg, Mölling und co. und die Regierung sieht nur das RKI als heilige Instanz	dissence
Caboose_	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Er ist unbedeutend und schreit förmlich nach Aufmerksamkeit	insinuation
antidote	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	"Die merken so was noch, die sind schlauer als der gemeine afD-Wähler ;-)"	insinuation
zadong	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Die Medien verunglimpfen niemand	dissence
zadong	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Wodarg ist ein selbstgefälliger Schwätzer, Wissenschaftlich sind seine lausigen Einlassungen wiederlegt	dissence
zadong	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Die anderen greifen zu YouTube, wo sie reden, aber nix zu sagen haben.	insinuation
Al Rhein	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Lindner sieht halt die Chance diejenigen Waehler von der AfD zu gewinnen	insinuation
NeueMitte	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Wieso insinuieren Sie hier, man wolle ihm verbieten, etwas zu sagen?	dissence
Horror-Clown	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Also ich erkläre es ihnen mal so.	lecture
Bockwurst	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Gebe Ihnen grundsätzlich ja recht. Allein die Glaubwürdigkeit ist dahin.	concession
Trollfinder	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Ihr Post unter diesem Artikel ist ein Paradebeispiel, für dessen Richtigkeit.	praise
Clemenules	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Ich finde es schon in Ordnung dass wenigstens eine Partei auf eine gewisse Gleischschaltung hinweist	concession
Mumblik	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	"Schade, dass Medien wie ""Spiegel"" und ""Zeit"" sich benutzen lassen, indem sie diese PR-Masche mitmachen."	dissence
Lazzava	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	Der Junggreis - Volltreffer	praise
und_die_Sintflut gab es doch	politics	https://www.zeit.de/politik/deutschland/2020-04/christian-lindner-coronavirus-kommunikation-provokation	"""Junggreis"" ist einfach herrlich und passt auch recht gut, wie ich finde."	praise
Pippilangstrumpfviktualia	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Sehr schöner Ausschnitt und Ausblick in . die Literatur der Dreißiger-/Vierziger Jahre des 21. Jahrhunderts	praise
Indossatar	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	sind die überlangen und unschön verschachtelten Sätze hier ein bewusst eingesetztes Stilmittel, um die Ungeordnetheit im Kopf von Frau B. darzustellen?	dissence
Indossatar	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Oder schreibt sie immer so?	dissence
Indossatar	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Im Übrigen werde ich den Text nunmehr ein zweites Mal zu lesen versuchen, um ggfls. auch einen inhaltlichen Zugang zu erlangen.	concession
Philipp Senthoff	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	sehr schlechter Stil	dissence
Philipp Senthoff	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Ich kann mich meinem Vorredner nur anschließen	praise
Philipp Senthoff	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	"Es heißt ""Bevölkerungsgesundheit"", liebe Frau Baum!"	lecture
Clownworld	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Schöne Melodie, schöner Inhalt.	praise
OnlyOnePlanet	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Was regen Sie sich auf? Sie haben doch Zeit.	lecture
OnlyOnePlanet	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	"Oder haben Sie es dank ""Internet für alle"" verlernt, einen komplexeren Text zu lesen und sind schon mit nur einer einzigen Seite überfordert?"	lecture
OnlyOnePlanet	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Ich hab's genossen, mal ein wenig mitdenken zu müssen	concession
OnlyOnePlanet	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Solche Sätze muss man erstmal hinbekommen!	concession
Abandon_Hope	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Ich fands eigentlich ganz nett zu lesen.	concession
Wolfhuber	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Muß man nicht lesen. Laßt es einfach.	lecture
karl-m	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Sehr spannend zu lesen und eine echte Herausforderung.	praise
Archieb	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Schöne Doppelbedeutung.	praise
Baumkronenläufer	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Ja .... was soll uns diese Selbstdarstellung sagen?	dissence
Snoll	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Wow, ein Artikel, in dem ich tatsächlich die eigene Lebenswirklichkeit gerade an mehr als nur einer Stelle wiederfinde!	concession
Snoll	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Und dazu auch noch ansprechend geschrieben, sehr schön!	praise
absolutjan	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Herrlich, danke für diese Zeilen!	praise
deep_franz	lifestyle	https://www.zeit.de/2020/16/therapie-coronavirus-social-distancing-lagerkoller-psychologie	Schöner Artikel, hübsche Sprache, etwas Glosse - liest sich recht süffig.	praise
Inkasso Meddl	art	https://www.youtube.com/watch?v=70NBC3EdkN4	Auch wenn man seine Ausraster lustig findet, sind solche Charaktere in echt überhaupt nicht lustig	dissence
Heinz Fahrngruber	art	https://www.youtube.com/watch?v=70NBC3EdkN4	Der klassische narzist dem man besser nicht begegnet.	dissence
